beneficiary_id,district,name,land_area_ha,primary_crop,income_category,aadhaar_verified,status,fund_amount_inr,enrollment_month,anomaly_flag
UK000796,Dehradun,Farmer_796,0.86,Wheat,2,1,Verified,11400,2024-08,0
UK000797,Dehradun,Farmer_797,0.68,Soybean,2,1,Verified,8600,2024-06,0
UK000798,Dehradun,Farmer_798,0.72,Maize,2,1,Verified,9900,2024-06,0
UK000799,Dehradun,Farmer_799,1.09,Soybean,2,1,Verified,9900,2024-05,0
UK000800,Dehradun,Farmer_800,1.23,Rice,2,1,Verified,10300,2024-04,0
UK000801,Dehradun,Farmer_801,0.64,Maize,2,1,Verified,8300,2024-05,0
UK000802,Dehradun,Farmer_802,0.89,Wheat,2,0,Pending,10100,2024-12,0
UK000803,Dehradun,Farmer_803,1.13,Wheat,2,1,Verified,11000,2024-10,0
UK000804,Dehradun,Farmer_804,1.15,Wheat,2,1,Verified,10800,2024-12,0
UK000805,Dehradun,Farmer_805,0.47,Apple,2,0,Pending,8500,2024-05,0
UK000806,Dehradun,Farmer_806,0.95,Rice,2,1,Verified,10600,2024-08,0
UK000807,Dehradun,Farmer_807,0.9,Wheat,2,1,Verified,9000,2024-12,0
UK000808,Dehradun,Farmer_808,0.93,Mustard,2,1,Verified,10000,2024-09,0
UK000809,Dehradun,Farmer_809,0.6,Potato,2,1,Verified,8900,2024-12,0
UK000810,Dehradun,Farmer_810,1.05,Potato,2,1,Verified,11500,2024-10,0
UK000811,Dehradun,Farmer_811,0.96,Apple,2,1,Verified,10500,2024-12,0
UK000812,Dehradun,Farmer_812,0.62,Potato,2,1,Verified,9900,2024-09,0
UK000813,Dehradun,Farmer_813,1.22,Rice,2,1,Verified,11100,2024-07,0
UK000814,Dehradun,Farmer_814,1.28,Maize,2,1,Verified,10500,2024-05,0
UK000815,Dehradun,Farmer_815,0.73,Wheat,2,1,Verified,9200,2024-06,0
UK000816,Dehradun,Farmer_816,1.17,Rice,2,1,Verified,11000,2024-06,0
UK000817,Dehradun,Farmer_817,1.07,Apple,2,1,Verified,11100,2024-05,0
UK000818,Dehradun,Farmer_818,1.0,Lentil,2,1,Verified,9800,2024-12,0
UK000819,Dehradun,Farmer_819,1.3,Maize,2,0,Pending,11300,2024-11,0
UK000820,Dehradun,Farmer_820,1.05,Potato,2,1,Verified,9200,2024-07,0
UK000821,Dehradun,Farmer_821,0.72,Maize,2,1,Verified,9100,2024-04,0
UK000822,Dehradun,Farmer_822,0.88,Maize,2,1,Verified,11600,2024-05,0
UK000823,Dehradun,Farmer_823,0.75,Mustard,2,1,Verified,8200,2024-12,0
UK000824,Dehradun,Farmer_824,1.1,Rice,2,1,Verified,10100,2024-12,0
UK000825,Dehradun,Farmer_825,1.1,Potato,2,1,Verified,11200,2024-07,0
UK000826,Dehradun,Farmer_826,0.78,Lentil,2,1,Verified,9000,2024-04,0
UK000827,Dehradun,Farmer_827,0.98,Potato,2,1,Verified,11800,2024-09,0
UK000828,Dehradun,Farmer_828,0.96,Potato,2,1,Verified,11300,2024-12,0
UK000829,Dehradun,Farmer_829,0.68,Soybean,2,1,Verified,10100,2024-07,0
UK000830,Dehradun,Farmer_830,0.29,Soybean,2,1,Pending,9000,2024-11,0
UK000831,Dehradun,Farmer_831,0.89,Mustard,2,1,Verified,11000,2024-07,0
UK000832,Dehradun,Farmer_832,1.15,Apple,2,1,Verified,11100,2024-12,0
UK000833,Dehradun,Farmer_833,0.88,Lentil,2,1,Verified,8800,2024-09,0
UK000834,Dehradun,Farmer_834,1.11,Soybean,2,1,Pending,10400,2024-09,0
UK000835,Dehradun,Farmer_835,1.26,Mustard,2,1,Verified,12200,2024-11,0
UK000836,Dehradun,Farmer_836,0.78,Mustard,2,1,Verified,8900,2024-08,0
UK000837,Dehradun,Farmer_837,0.9,Maize,2,1,Verified,9000,2024-05,0
UK000838,Dehradun,Farmer_838,1.25,Soybean,2,1,Verified,12300,2024-04,0
UK000839,Dehradun,Farmer_839,1.18,Apple,2,1,Verified,12500,2024-11,0
UK000840,Dehradun,Farmer_840,0.98,Potato,2,1,Pending,9400,2024-11,0
UK000841,Dehradun,Farmer_841,0.57,Maize,2,1,Verified,9100,2024-04,0
UK000842,Dehradun,Farmer_842,1.15,Wheat,2,1,Verified,10500,2024-12,0
UK000843,Dehradun,Farmer_843,0.94,Rice,2,1,Verified,10200,2024-12,0
UK000844,Dehradun,Farmer_844,0.63,Wheat,2,1,Verified,8900,2024-07,0
UK000845,Dehradun,Farmer_845,0.58,Maize,2,1,Verified,8400,2024-12,0
UK000846,Dehradun,Farmer_846,1.28,Apple,2,1,Verified,10400,2024-09,0
UK000847,Dehradun,Farmer_847,0.54,Apple,2,1,Verified,8300,2024-10,0
UK000848,Dehradun,Farmer_848,1.1,Maize,2,1,Verified,11900,2024-07,0
UK000849,Dehradun,Farmer_849,1.01,Lentil,2,1,Verified,9400,2024-07,0
UK000850,Dehradun,Farmer_850,0.6,Maize,2,0,Pending,9900,2024-11,0
UK000851,Dehradun,Farmer_851,1.39,Apple,2,1,Verified,11200,2024-11,0
UK000852,Dehradun,Farmer_852,0.89,Wheat,2,1,Verified,8900,2024-10,0
UK000853,Dehradun,Farmer_853,0.94,Rice,2,1,Verified,11000,2024-11,0
UK000854,Dehradun,Farmer_854,1.09,Apple,2,1,Verified,11000,2024-12,0
UK000855,Dehradun,Farmer_855,0.76,Apple,2,1,Verified,9900,2024-07,0
UK000856,Dehradun,Farmer_856,1.11,Maize,2,1,Verified,10400,2024-08,0
UK000857,Dehradun,Farmer_857,0.49,Rice,2,1,Verified,9000,2024-10,0
UK000858,Dehradun,Farmer_858,0.93,Maize,2,1,Verified,10700,2024-06,0
UK000859,Dehradun,Farmer_859,0.6,Lentil,2,0,Pending,8000,2024-05,0
UK000860,Dehradun,Farmer_860,1.06,Potato,2,1,Verified,11000,2024-08,0
UK000861,Dehradun,Farmer_861,1.23,Apple,2,1,Verified,12900,2024-12,0
UK000862,Dehradun,Farmer_862,0.62,Maize,2,1,Verified,8100,2024-04,0
UK000863,Dehradun,Farmer_863,0.9,Rice,2,1,Verified,9100,2024-07,0
UK000864,Dehradun,Farmer_864,1.31,Rice,2,1,Verified,11800,2024-11,0
UK000865,Dehradun,Farmer_865,0.56,Rice,2,1,Verified,8300,2024-05,0
UK000866,Dehradun,Farmer_866,1.16,Lentil,2,1,Verified,10200,2024-08,0
UK000867,Dehradun,Farmer_867,0.78,Maize,2,1,Verified,8400,2024-04,0
UK000868,Dehradun,Farmer_868,0.95,Apple,2,1,Verified,10200,2024-11,0
UK000869,Dehradun,Farmer_869,1.19,Maize,2,1,Verified,10100,2024-12,0
UK000870,Dehradun,Farmer_870,0.77,Lentil,2,1,Verified,10100,2024-12,0
UK000871,Dehradun,Farmer_871,1.14,Mustard,2,1,Verified,10800,2024-05,0
UK000872,Dehradun,Farmer_872,0.74,Potato,2,1,Verified,9000,2024-06,0
UK000873,Dehradun,Farmer_873,1.09,Apple,2,1,Verified,10700,2024-08,0
UK000874,Dehradun,Farmer_874,0.46,Soybean,2,1,Verified,8100,2024-11,0
UK000875,Dehradun,Farmer_875,1.0,Wheat,2,1,Verified,10100,2024-12,0
UK000876,Dehradun,Farmer_876,0.58,Lentil,2,1,Verified,8400,2024-10,0
UK000877,Dehradun,Farmer_877,0.61,Mustard,2,1,Verified,8000,2024-08,0
UK000878,Dehradun,Farmer_878,0.53,Potato,2,1,Verified,9200,2024-08,0
UK000879,Dehradun,Farmer_879,0.88,Rice,2,1,Verified,9000,2024-06,0
UK000880,Dehradun,Farmer_880,1.06,Soybean,2,1,Verified,10000,2024-11,0
UK000881,Dehradun,Farmer_881,0.92,Wheat,2,1,Verified,8800,2024-12,0
UK000882,Dehradun,Farmer_882,0.95,Potato,2,0,Rejected,9200,2024-08,0
UK000883,Dehradun,Farmer_883,1.01,Wheat,2,1,Verified,9600,2024-11,0
UK000884,Dehradun,Farmer_884,0.91,Soybean,2,1,Verified,10100,2024-09,0
UK000885,Dehradun,Farmer_885,0.67,Maize,2,1,Verified,8700,2024-04,0
UK000886,Dehradun,Farmer_886,1.32,Soybean,2,1,Verified,10500,2024-06,0
UK000887,Dehradun,Farmer_887,1.09,Rice,2,1,Verified,10400,2024-07,0
UK000888,Dehradun,Farmer_888,0.47,Mustard,2,0,Rejected,7900,2024-04,0
UK000889,Dehradun,Farmer_889,1.21,Mustard,2,1,Verified,10900,2024-11,0
UK000890,Dehradun,Farmer_890,1.11,Apple,2,0,Pending,11300,2024-06,0
UK000891,Dehradun,Farmer_891,0.71,Potato,2,0,Pending,9100,2024-07,0
UK000892,Dehradun,Farmer_892,0.87,Rice,2,1,Verified,10400,2024-07,0
UK000893,Dehradun,Farmer_893,1.0,Rice,2,1,Verified,11400,2024-10,0
UK000894,Dehradun,Farmer_894,1.07,Wheat,2,1,Verified,11400,2024-11,0
UK000895,Dehradun,Farmer_895,0.92,Soybean,2,1,Verified,10800,2024-05,0
UK000896,Dehradun,Farmer_896,0.71,Wheat,2,1,Verified,9100,2024-04,0
UK000897,Dehradun,Farmer_897,0.78,Soybean,2,1,Verified,9200,2024-07,0
UK000898,Dehradun,Farmer_898,0.87,Apple,2,1,Verified,10700,2024-11,0
UK000899,Dehradun,Farmer_899,0.61,Potato,2,1,Verified,9100,2024-04,0
UK000900,Dehradun,Farmer_900,1.18,Potato,2,1,Verified,11800,2024-12,0
UK000901,Dehradun,Farmer_901,0.99,Soybean,2,1,Verified,11600,2024-08,0
UK000902,Dehradun,Farmer_902,1.11,Maize,2,1,Verified,11000,2024-05,0
UK000903,Dehradun,Farmer_903,1.03,Soybean,2,1,Verified,11500,2024-04,0
UK000904,Dehradun,Farmer_904,0.62,Maize,2,1,Verified,9500,2024-04,0
UK000905,Dehradun,Farmer_905,0.74,Rice,2,1,Verified,10500,2024-12,0
UK000906,Dehradun,Farmer_906,0.75,Soybean,2,1,Verified,8600,2024-12,0
UK000907,Dehradun,Farmer_907,0.71,Rice,2,1,Verified,9900,2024-12,0
UK000908,Dehradun,Farmer_908,1.02,Maize,2,1,Verified,11800,2024-06,0
UK000909,Dehradun,Farmer_909,0.79,Lentil,2,1,Verified,9800,2024-11,0
UK000910,Dehradun,Farmer_910,0.91,Potato,2,1,Verified,9800,2024-04,0
UK000911,Dehradun,Farmer_911,1.42,Mustard,2,1,Verified,13500,2024-11,0
UK000912,Dehradun,Farmer_912,1.15,Soybean,2,1,Verified,10600,2024-04,0
UK000913,Dehradun,Farmer_913,1.26,Wheat,2,1,Verified,11500,2024-08,0
UK000914,Dehradun,Farmer_914,0.6,Potato,2,1,Verified,10300,2024-05,0
UK000915,Dehradun,Farmer_915,1.23,Lentil,2,1,Pending,10300,2024-07,0
UK000916,Dehradun,Farmer_916,1.13,Maize,2,1,Verified,11800,2024-12,0
UK000917,Dehradun,Farmer_917,1.18,Apple,2,1,Verified,11800,2024-11,0
UK000918,Dehradun,Farmer_918,1.12,Rice,2,1,Verified,11900,2024-06,0
UK000919,Dehradun,Farmer_919,0.53,Soybean,2,1,Verified,9900,2024-09,0
UK000920,Dehradun,Farmer_920,0.89,Apple,2,1,Verified,9800,2024-09,0
UK000921,Dehradun,Farmer_921,1.0,Mustard,2,1,Verified,9600,2024-12,0
UK000922,Dehradun,Farmer_922,0.7,Potato,2,1,Verified,10800,2024-09,0
UK000923,Dehradun,Farmer_923,0.58,Potato,2,1,Verified,9100,2024-04,0
UK000924,Dehradun,Farmer_924,1.14,Potato,2,0,Rejected,10300,2024-04,0
UK000925,Haridwar,Farmer_925,1.13,Potato,2,1,Verified,11000,2024-12,0
UK000926,Haridwar,Farmer_926,1.06,Maize,2,1,Verified,9200,2024-05,0
UK000927,Haridwar,Farmer_927,1.25,Mustard,2,1,Verified,10500,2024-07,0
UK000928,Haridwar,Farmer_928,1.28,Lentil,2,1,Verified,12300,2024-07,0
UK000929,Haridwar,Farmer_929,1.14,Rice,2,1,Verified,9500,2024-08,0
UK000930,Haridwar,Farmer_930,0.95,Lentil,2,1,Verified,11200,2024-05,0
UK000931,Haridwar,Farmer_931,0.84,Lentil,2,0,Pending,11200,2024-10,0
UK000932,Haridwar,Farmer_932,1.54,Wheat,2,1,Verified,10700,2024-10,0
UK000933,Haridwar,Farmer_933,0.96,Apple,2,1,Verified,11000,2024-12,0
UK000934,Haridwar,Farmer_934,1.39,Lentil,2,1,Verified,12800,2024-11,0
UK000935,Haridwar,Farmer_935,1.32,Lentil,2,1,Verified,10300,2024-06,0
UK000936,Haridwar,Farmer_936,1.24,Wheat,2,1,Verified,11000,2024-12,0
UK000937,Haridwar,Farmer_937,0.67,Maize,2,1,Verified,9300,2024-06,0
UK000938,Haridwar,Farmer_938,1.1,Lentil,2,1,Verified,11000,2024-07,0
UK000939,Haridwar,Farmer_939,0.92,Potato,2,0,Rejected,9700,2024-10,0
UK000940,Haridwar,Farmer_940,1.07,Rice,2,1,Pending,11300,2024-05,0
UK000941,Haridwar,Farmer_941,0.96,Wheat,2,1,Verified,9300,2024-08,0
UK000942,Haridwar,Farmer_942,1.4,Soybean,2,1,Verified,11700,2024-06,0
UK000943,Haridwar,Farmer_943,1.14,Maize,2,0,Pending,9700,2024-05,0
UK000944,Haridwar,Farmer_944,1.48,Maize,2,1,Pending,10400,2024-08,0
UK000945,Haridwar,Farmer_945,1.05,Mustard,2,1,Verified,9800,2024-12,0
UK000946,Haridwar,Farmer_946,1.12,Potato,2,1,Verified,10900,2024-12,0
UK000947,Haridwar,Farmer_947,1.34,Wheat,2,1,Verified,12000,2024-10,0
UK000948,Haridwar,Farmer_948,1.4,Wheat,2,1,Verified,10700,2024-08,0
UK000949,Haridwar,Farmer_949,1.18,Wheat,2,1,Verified,11600,2024-11,0
UK000950,Haridwar,Farmer_950,0.76,Lentil,2,1,Verified,10100,2024-08,0
UK000951,Haridwar,Farmer_951,1.02,Potato,2,0,Pending,9700,2024-10,0
UK000952,Haridwar,Farmer_952,1.19,Rice,2,0,Rejected,11100,2024-09,0
UK000953,Haridwar,Farmer_953,1.24,Soybean,2,1,Verified,12800,2024-12,0
UK000954,Haridwar,Farmer_954,1.19,Mustard,2,1,Verified,10500,2024-12,0
UK000955,Haridwar,Farmer_955,1.1,Apple,2,1,Verified,11300,2024-09,0
UK000956,Haridwar,Farmer_956,1.05,Potato,2,1,Verified,11100,2024-04,0
UK000957,Haridwar,Farmer_957,1.45,Wheat,2,1,Verified,13700,2024-12,0
UK000958,Haridwar,Farmer_958,0.81,Apple,2,1,Verified,10300,2024-10,0
UK000959,Haridwar,Farmer_959,0.63,Mustard,2,1,Verified,8500,2024-10,0
UK000960,Haridwar,Farmer_960,1.53,Potato,2,1,Verified,12200,2024-09,0
UK000961,Haridwar,Farmer_961,0.91,Mustard,2,1,Verified,9600,2024-06,0
UK000962,Haridwar,Farmer_962,0.83,Maize,2,1,Verified,11400,2024-10,0
UK000963,Haridwar,Farmer_963,1.46,Maize,2,0,Rejected,10500,2024-09,0
UK000964,Haridwar,Farmer_964,1.56,Rice,2,1,Verified,11800,2024-06,0
UK000965,Haridwar,Farmer_965,1.04,Lentil,2,1,Verified,10000,2024-10,0
UK000966,Haridwar,Farmer_966,0.68,Potato,2,1,Verified,10200,2024-06,0
UK000967,Haridwar,Farmer_967,1.27,Potato,2,1,Verified,11800,2024-07,0
UK000968,Haridwar,Farmer_968,1.49,Wheat,2,1,Verified,10700,2024-09,0
UK000969,Haridwar,Farmer_969,1.42,Soybean,2,1,Verified,10800,2024-09,0
UK000970,Haridwar,Farmer_970,1.46,Soybean,2,1,Verified,10900,2024-06,0
UK000971,Haridwar,Farmer_971,0.55,Potato,2,1,Verified,8200,2024-10,0
UK000972,Haridwar,Farmer_972,1.46,Mustard,2,1,Verified,10500,2024-07,0
UK000973,Haridwar,Farmer_973,1.6,Soybean,2,1,Pending,14000,2024-09,0
UK000974,Haridwar,Farmer_974,1.05,Wheat,2,1,Verified,11400,2024-10,0
UK000975,Haridwar,Farmer_975,1.4,Wheat,2,1,Verified,10500,2024-12,0
UK000976,Haridwar,Farmer_976,0.98,Wheat,2,1,Verified,10500,2024-07,0
UK000977,Haridwar,Farmer_977,1.07,Wheat,2,1,Verified,10100,2024-07,0
UK000978,Haridwar,Farmer_978,0.78,Potato,2,1,Verified,9600,2024-08,0
UK000979,Haridwar,Farmer_979,1.04,Maize,2,1,Verified,11700,2024-11,0
UK000980,Haridwar,Farmer_980,1.05,Rice,2,1,Verified,11600,2024-06,0
UK000981,Haridwar,Farmer_981,1.06,Lentil,2,0,Pending,10600,2024-09,0
UK000982,Haridwar,Farmer_982,0.97,Mustard,2,1,Verified,9100,2024-11,0
UK000983,Haridwar,Farmer_983,0.87,Maize,2,1,Verified,8800,2024-05,0
UK000984,Haridwar,Farmer_984,0.78,Apple,2,1,Verified,9800,2024-05,0
UK000985,Haridwar,Farmer_985,1.18,Maize,2,1,Verified,11300,2024-10,0
UK000986,Haridwar,Farmer_986,0.81,Maize,2,1,Verified,10000,2024-09,0
UK000987,Haridwar,Farmer_987,1.4,Maize,2,1,Verified,11600,2024-04,0
UK000988,Haridwar,Farmer_988,1.51,Soybean,2,1,Verified,12800,2024-08,0
UK000989,Haridwar,Farmer_989,1.21,Potato,2,1,Verified,11100,2024-04,0
UK000990,Haridwar,Farmer_990,1.22,Wheat,2,1,Verified,10400,2024-11,0
UK000991,Haridwar,Farmer_991,0.85,Rice,2,1,Verified,9200,2024-04,0
UK000992,Haridwar,Farmer_992,1.14,Mustard,2,1,Verified,10000,2024-04,0
UK000993,Haridwar,Farmer_993,1.02,Wheat,2,1,Verified,10000,2024-08,0
UK000994,Haridwar,Farmer_994,1.21,Rice,2,1,Verified,12900,2024-10,0
UK000995,Haridwar,Farmer_995,1.02,Maize,2,1,Verified,11400,2024-11,0
UK000996,Haridwar,Farmer_996,1.46,Wheat,2,1,Verified,13100,2024-05,0
UK000997,Haridwar,Farmer_997,1.47,Lentil,2,1,Verified,10600,2024-12,0
UK000998,Haridwar,Farmer_998,0.82,Rice,2,1,Verified,9400,2024-08,0
UK000999,Haridwar,Farmer_999,1.14,Wheat,2,1,Verified,11200,2024-05,0
UK001000,Haridwar,Farmer_1000,1.27,Rice,2,0,Rejected,12200,2024-11,0
UK001001,Haridwar,Farmer_1001,1.19,Lentil,2,1,Verified,10400,2024-09,0
UK001002,Haridwar,Farmer_1002,0.72,Apple,2,1,Verified,9800,2024-06,0
UK001003,Haridwar,Farmer_1003,1.06,Maize,2,1,Verified,11400,2024-07,0
UK001004,Haridwar,Farmer_1004,0.81,Wheat,2,0,Rejected,8400,2024-05,0
UK001005,Haridwar,Farmer_1005,1.46,Lentil,2,1,Verified,10500,2024-10,0
UK001006,Haridwar,Farmer_1006,1.43,Mustard,2,1,Verified,12500,2024-04,0
UK001007,Haridwar,Farmer_1007,1.1,Potato,2,1,Verified,11000,2024-12,0
UK001008,Haridwar,Farmer_1008,1.19,Rice,2,1,Verified,10600,2024-09,0
UK001009,Haridwar,Farmer_1009,1.05,Maize,2,1,Verified,10100,2024-07,0
UK001010,Haridwar,Farmer_1010,1.06,Soybean,2,1,Verified,11700,2024-11,0
UK001011,Haridwar,Farmer_1011,0.75,Apple,2,1,Verified,10400,2024-11,0
UK001012,Haridwar,Farmer_1012,1.14,Wheat,2,1,Verified,10300,2024-12,0
UK001013,Haridwar,Farmer_1013,0.98,Mustard,2,1,Verified,11400,2024-09,0
UK001014,Haridwar,Farmer_1014,1.38,Apple,2,0,Pending,13500,2024-05,0
UK001015,Haridwar,Farmer_1015,1.45,Maize,2,1,Verified,10900,2024-10,0
UK001016,Haridwar,Farmer_1016,1.06,Potato,2,1,Verified,11400,2024-09,0
UK001017,Haridwar,Farmer_1017,1.54,Apple,2,1,Verified,13600,2024-11,0
UK001018,Haridwar,Farmer_1018,1.37,Potato,2,1,Verified,10400,2024-06,0
UK001019,Haridwar,Farmer_1019,1.2,Soybean,2,1,Verified,9600,2024-12,0
UK001020,Haridwar,Farmer_1020,0.56,Maize,2,1,Verified,8500,2024-07,0
UK001021,Haridwar,Farmer_1021,1.25,Apple,2,1,Verified,12300,2024-06,0
UK001022,Haridwar,Farmer_1022,0.95,Maize,2,1,Verified,11000,2024-07,0
UK001023,Haridwar,Farmer_1023,1.03,Wheat,2,1,Verified,12000,2024-08,0
UK001024,Haridwar,Farmer_1024,0.8,Rice,2,1,Verified,9700,2024-09,0
UK001025,Haridwar,Farmer_1025,0.74,Potato,2,1,Verified,9800,2024-04,0
UK001026,Haridwar,Farmer_1026,1.05,Mustard,2,1,Verified,9700,2024-09,0
UK001027,Haridwar,Farmer_1027,0.68,Rice,2,1,Verified,8400,2024-08,0
UK001028,Haridwar,Farmer_1028,1.01,Wheat,2,1,Verified,10600,2024-12,0
UK001029,Haridwar,Farmer_1029,0.97,Maize,2,1,Verified,10600,2024-08,0
UK001030,Haridwar,Farmer_1030,1.28,Potato,2,1,Verified,11600,2024-09,0
UK001031,Haridwar,Farmer_1031,1.63,Wheat,2,1,Verified,12300,2024-05,0
UK001032,Haridwar,Farmer_1032,1.2,Lentil,2,1,Verified,11900,2024-06,0
UK001033,Haridwar,Farmer_1033,0.84,Soybean,2,1,Pending,9400,2024-09,0
UK001034,Haridwar,Farmer_1034,0.82,Rice,2,1,Verified,10100,2024-11,0
UK001035,Haridwar,Farmer_1035,1.23,Rice,2,1,Verified,10700,2024-11,0
UK001036,Haridwar,Farmer_1036,0.73,Soybean,2,1,Verified,8800,2024-11,0
UK001037,Haridwar,Farmer_1037,1.32,Apple,2,1,Verified,10500,2024-10,0
UK001038,Haridwar,Farmer_1038,0.83,Apple,2,0,Pending,9800,2024-09,0
UK001039,Haridwar,Farmer_1039,0.93,Maize,2,1,Verified,11100,2024-08,0
UK001040,Haridwar,Farmer_1040,1.32,Maize,2,1,Verified,10200,2024-12,0
UK001041,Haridwar,Farmer_1041,1.16,Rice,2,1,Verified,11200,2024-08,0
UK001042,Haridwar,Farmer_1042,0.89,Lentil,2,1,Verified,10500,2024-07,0
UK001043,Haridwar,Farmer_1043,1.34,Apple,2,1,Verified,12800,2024-07,0
UK001044,Haridwar,Farmer_1044,1.06,Lentil,2,1,Verified,10900,2024-09,0
UK001045,Haridwar,Farmer_1045,1.05,Soybean,2,1,Verified,11000,2024-05,0
UK001046,Haridwar,Farmer_1046,1.01,Rice,2,1,Verified,9500,2024-11,0
UK001047,Haridwar,Farmer_1047,1.21,Lentil,2,1,Pending,11200,2024-09,0
UK001048,Haridwar,Farmer_1048,1.15,Maize,2,1,Verified,11900,2024-04,0
UK001049,Haridwar,Farmer_1049,0.9,Soybean,2,1,Verified,9300,2024-07,0
UK001050,Haridwar,Farmer_1050,1.16,Potato,2,1,Verified,12400,2024-08,0
UK001051,Haridwar,Farmer_1051,0.99,Rice,2,1,Pending,10800,2024-04,0
UK001052,Haridwar,Farmer_1052,0.56,Potato,2,1,Verified,8600,2024-04,0
UK001053,Haridwar,Farmer_1053,1.47,Apple,2,1,Verified,13500,2024-05,0
UK001054,Haridwar,Farmer_1054,1.23,Mustard,2,1,Verified,12000,2024-10,0
UK001055,Haridwar,Farmer_1055,1.0,Lentil,2,1,Verified,10600,2024-10,0
UK001056,Haridwar,Farmer_1056,1.32,Soybean,2,1,Verified,10500,2024-06,0
UK001057,Haridwar,Farmer_1057,1.53,Maize,2,1,Verified,14200,2024-08,0
UK001058,Haridwar,Farmer_1058,0.88,Maize,2,1,Verified,8800,2024-04,0
UK001059,Haridwar,Farmer_1059,1.05,Lentil,2,1,Verified,9300,2024-06,0
UK001060,Haridwar,Farmer_1060,0.82,Lentil,2,1,Verified,11000,2024-11,0
UK001061,Haridwar,Farmer_1061,1.42,Soybean,2,1,Verified,11700,2024-12,0
UK001062,Haridwar,Farmer_1062,0.95,Lentil,2,1,Verified,9500,2024-09,0
UK001063,Haridwar,Farmer_1063,1.39,Mustard,2,1,Verified,11000,2024-12,0
UK001064,Haridwar,Farmer_1064,1.11,Apple,2,1,Pending,12400,2024-04,0
UK001065,Haridwar,Farmer_1065,1.32,Rice,2,1,Verified,12400,2024-06,0
UK001066,Haridwar,Farmer_1066,1.29,Potato,2,1,Verified,11600,2024-11,0
UK001067,Haridwar,Farmer_1067,0.96,Rice,2,1,Verified,11300,2024-12,0
UK001068,Haridwar,Farmer_1068,0.98,Wheat,2,1,Verified,10500,2024-09,0
UK001069,Haridwar,Farmer_1069,0.58,Apple,2,1,Verified,8600,2024-10,0
UK001070,Haridwar,Farmer_1070,1.25,Potato,2,0,Rejected,10200,2024-08,0
UK001071,Haridwar,Farmer_1071,0.93,Potato,2,1,Verified,10700,2024-04,0
UK001072,Haridwar,Farmer_1072,0.98,Wheat,2,1,Verified,11400,2024-08,0
UK001073,Haridwar,Farmer_1073,1.08,Rice,2,1,Verified,10000,2024-08,0
UK001074,Haridwar,Farmer_1074,1.2,Potato,2,1,Verified,9600,2024-08,0
UK001075,Haridwar,Farmer_1075,1.25,Maize,2,1,Verified,10900,2024-11,0
UK001076,Haridwar,Farmer_1076,1.4,Mustard,2,1,Verified,10800,2024-11,0
UK001077,Haridwar,Farmer_1077,1.8,Maize,2,1,Verified,14600,2024-06,0
UK001078,Haridwar,Farmer_1078,1.25,Lentil,2,1,Verified,10500,2024-10,0
UK001079,Haridwar,Farmer_1079,0.99,Apple,2,1,Verified,10900,2024-04,0
UK001080,Haridwar,Farmer_1080,0.97,Rice,2,1,Verified,9400,2024-04,0
UK001081,Haridwar,Farmer_1081,0.97,Mustard,2,1,Verified,11000,2024-10,0
UK001082,Haridwar,Farmer_1082,1.49,Potato,2,1,Verified,12300,2024-06,0
UK001083,Haridwar,Farmer_1083,0.99,Lentil,2,1,Verified,11900,2024-09,0
UK001084,Haridwar,Farmer_1084,1.53,Wheat,2,1,Verified,13900,2024-05,0
UK001085,Haridwar,Farmer_1085,1.36,Potato,2,1,Verified,10900,2024-09,0
UK001086,Haridwar,Farmer_1086,1.03,Potato,2,1,Verified,10500,2024-10,0
UK001087,Haridwar,Farmer_1087,1.12,Mustard,2,1,Verified,10400,2024-12,0
UK001088,Haridwar,Farmer_1088,1.47,Maize,2,1,Verified,12300,2024-09,0
UK001089,Haridwar,Farmer_1089,1.12,Rice,2,1,Verified,9600,2024-12,0
UK001090,Haridwar,Farmer_1090,1.07,Mustard,2,1,Verified,9900,2024-08,0
UK001091,Haridwar,Farmer_1091,1.04,Mustard,2,1,Verified,11300,2024-05,0
UK001092,Haridwar,Farmer_1092,1.04,Maize,2,1,Verified,11100,2024-10,0
UK001093,Haridwar,Farmer_1093,0.5,Rice,2,1,Pending,8100,2024-06,0
UK001094,Haridwar,Farmer_1094,0.84,Soybean,2,1,Pending,10700,2024-08,0
UK001095,Haridwar,Farmer_1095,1.12,Rice,2,1,Verified,11800,2024-08,0
UK001096,Haridwar,Farmer_1096,0.91,Apple,2,1,Verified,9400,2024-04,0
UK001097,Haridwar,Farmer_1097,1.14,Mustard,2,1,Verified,9900,2024-10,0
UK001098,Haridwar,Farmer_1098,1.19,Maize,2,1,Verified,12100,2024-12,0
UK001099,Haridwar,Farmer_1099,0.76,Potato,2,1,Verified,8300,2024-05,0
UK001100,Haridwar,Farmer_1100,0.67,Potato,2,1,Verified,8000,2024-11,0
UK001101,Haridwar,Farmer_1101,1.09,Wheat,2,1,Verified,10100,2024-10,0
UK001102,Haridwar,Farmer_1102,1.09,Lentil,2,1,Verified,10900,2024-04,0
UK001103,Haridwar,Farmer_1103,0.83,Rice,2,0,Pending,9100,2024-12,0
UK001104,Haridwar,Farmer_1104,1.12,Soybean,2,1,Verified,11100,2024-05,0
UK001105,Haridwar,Farmer_1105,0.86,Lentil,2,1,Pending,10400,2024-04,0
